Geneid	gene_name	Fast_A3_1Aligned.sortedByCoord.out.bam	OF_A7_1Aligned.sortedByCoord.out.bam	s_3DPF_C4_1Aligned.sortedByCoord.out.bam	OFF_A10_1Aligned.sortedByCoord.out.bam	Fast_A6_1Aligned.sortedByCoord.out.bam	OFF_A13_1Aligned.sortedByCoord.out.bam	OF_A8_1Aligned.sortedByCoord.out.bam	s_3DPF_A4_1Aligned.sortedByCoord.out.bam
LOC112540447	NA	2	1	3	0	2	1	2	5
IDH3G	NA	1474	3552	2511	1794	1280	1690	2573	1911
SRPK3	NA	2088	2522	2835	3337	2141	3214	2841	2424
PLXNB3	NA	279	365	444	411	391	398	367	481
ABCD1	NA	760	1423	1193	1099	788	1006	1246	1343
BCAP31	NA	1213	1753	1509	1504	1633	1462	1480	1576
SLC6A8	NA	477	483	466	505	466	804	748	514
PNCK	NA	74	88	109	109	83	286	165	112
DUSP9	NA	534	1062	878	860	505	455	1082	955
LOC112540424	NA	0	0	0	0	0	0	1	0
CCNQ	NA	321	337	328	433	371	388	316	311
ATP2B3	NA	39	28	14	38	79	118	33	22
BGN	NA	3448	9059	7636	7105	4644	3513	7767	6720
LOC112540433	NA	12	3	5	4	9	14	5	4
LOC103062179	NA	133	156	147	149	107	171	254	161
MPC1	NA	6323	7224	12129	6934	6357	6073	14383	13359
LOC103063390	NA	103	132	123	165	135	178	137	127
FLNA	NA	6614	9638	16161	9317	8710	11276	8892	16006
SSR4	NA	770	1627	1732	1184	1057	1117	1561	1688
LOC112540489	NA	5	4	6	7	10	7	3	4
PDZD4	NA	8	15	27	9	8	13	16	19
L1CAM	NA	279	238	560	555	436	253	476	337
LOC103065362	NA	7	12	20	17	10	7	15	15
AVPR2	NA	0	0	0	0	0	0	0	0
LOC103065527	NA	0	0	0	0	4	3	0	1
LOC103065936	NA	10	19	23	14	27	16	16	3
ARHGAP4	NA	164	312	214	450	256	285	299	187
NUDT16	NA	119	243	232	239	163	192	227	256
NAA10	NA	1429	1002	823	1989	2168	1911	908	811
RENBP	NA	90	221	114	190	128	136	163	120
LOC103067281	NA	569	568	669	719	776	800	634	643
HCFC1	NA	2025	3033	2502	3165	2614	3019	2355	2507
TMEM187	NA	193	220	248	280	218	292	317	287
IRAK1	NA	301	556	497	459	401	428	449	461
MECP2	NA	1009	866	1239	1160	1015	1365	1153	1158
LOC103048730	NA	0	0	0	0	0	0	0	0
TEX28	NA	0	0	0	0	0	0	0	0
TKTL1	NA	82	233	135	157	91	94	223	183
LOC103049207	NA	215	678	408	337	331	275	514	348
LOC103049780	NA	209	298	135	235	243	149	244	133
LOC112540485	NA	0	1	0	0	0	0	0	0
EMD	NA	626	1131	699	749	976	725	829	785
TREX2	NA	12	107	58	33	19	38	86	51
SYP	NA	11	19	28	25	32	28	31	27
CACNA1F	NA	26	14	12	18	29	33	27	17
CCDC22	NA	737	1599	1087	1087	794	989	1293	1017
LOC103050763	NA	213	136	156	310	272	425	195	231
PPP1R3F	NA	102	130	60	108	67	71	84	78
EFCAB6	NA	0	0	0	0	0	0	0	0
MPPED1	NA	30	50	78	38	32	17	57	63
SCUBE1	NA	48	27	50	17	70	80	48	58
TTLL12	NA	713	1134	1398	1419	908	1225	1491	1259
TSPO	NA	210	712	575	350	243	316	873	497
ABCD2	NA	1	0	0	0	1	1	0	1
CUNH12orf40	NA	10	25	22	23	13	15	17	20
SLC2A13	NA	288	439	514	524	372	458	647	498
LRRK2	NA	938	697	1188	1283	1105	962	1238	1108
ERGIC2	NA	4876	3352	4206	6589	5940	6855	4333	4230
ITGB8	NA	118	164	129	207	115	304	227	174
MACC1	NA	20	7	1	15	17	35	14	16
TMEM196	NA	4	20	15	3	0	5	48	12
TWISTNB	NA	228	168	289	352	295	404	289	270
LOC112540504	NA	0	0	0	0	0	0	0	0
FERD3L	NA	0	0	0	0	0	0	0	0
TWIST1	NA	73	80	134	116	96	143	71	79
HDAC9	NA	933	261	595	1090	923	1211	523	427
CSNK1G3	NA	156	138	269	282	236	263	258	206
CEP120	NA	146	108	185	200	184	220	229	162
PRDM6	NA	3	8	14	12	13	12	12	8
PPIC	NA	178	268	529	330	254	288	538	464
SNX24	NA	270	249	374	403	365	381	476	339
SNX2	NA	671	651	1089	1353	911	1004	1244	1187
SNCAIP	NA	162	185	170	211	279	106	156	244
LOC112540525	NA	0	0	0	0	0	0	0	0
LOC103058500	NA	5	2	5	6	6	9	3	4
LOC103058980	NA	193	176	189	271	254	272	159	172
CEL	NA	215	128	177	300	286	308	160	183
RALGDS	NA	428	722	627	659	521	621	732	519
LOC103049454	NA	36	20	15	67	47	74	43	13
LOC103049697	NA	9	0	9	18	15	29	14	12
SURF6	NA	126	292	193	216	196	197	213	197
MED22	NA	202	238	198	306	258	324	216	163
RPL7A	NA	29730	31639	28847	35845	41796	32107	25746	29440
LOC112540586	NA	5	0	2	1	3	7	1	2
LOC112540588	NA	7	1	12	12	0	7	3	3
LOC112540585	NA	1	0	1	5	0	0	0	1
LOC112540584	NA	5	2	5	5	9	7	6	4
LOC103061075	NA	523	471	568	704	657	745	650	555
SURF2	NA	521	588	533	807	879	698	525	551
SURF4	NA	496	901	996	945	709	769	983	878
LOC112540542	NA	8	1	9	16	6	6	6	3
LOC112540529	NA	10	8	12	18	6	11	16	17
REXO4	NA	164	186	193	278	227	206	220	215
ADAMTS13	NA	9	9	6	13	10	15	17	8
CACFD1	NA	47	214	155	96	45	65	201	177
SLC2A6	NA	4	15	11	14	6	6	35	15
RNF183	NA	1	2	0	0	0	3	1	0
PRPF4	NA	271	416	358	453	311	366	331	298
CDC26	NA	406	589	493	619	489	462	467	509
SLC31A1	NA	756	1862	1675	1056	1016	1124	1870	1891
FKBP15	NA	684	1382	1197	1281	888	1092	1375	1230
LRSAM1	NA	1009	1533	1308	1589	1424	1457	1441	1270
RPL12	NA	5546	7377	6814	7291	8015	5938	6174	6822
LOC112540590	NA	2	0	3	4	0	1	1	1
STPG3	NA	197	298	190	318	295	262	274	167
ZMYND19	NA	116	212	171	208	174	199	213	204
DPH7	NA	446	794	614	716	754	668	728	606
MRPL41	NA	1144	1999	1582	1671	1664	1245	1763	1540
PNPLA7	NA	4209	4194	3425	5656	5828	6748	3621	3513
NSMF	NA	5466	10521	12661	10497	7627	10245	8435	10486
ENTPD8	NA	0	0	0	0	0	0	0	0
NOXA1	NA	3	0	0	1	5	1	0	2
LOC103066505	NA	703	1709	1032	1089	813	1619	1362	1275
TOR4A	NA	137	431	393	226	161	104	294	271
RPL35	NA	25407	19132	21758	31672	37839	31918	19014	24464
SCAI	NA	235	281	337	337	269	346	371	338
GOLGA1	NA	442	663	585	600	557	682	604	646
ARPC5L	NA	529	718	805	781	712	807	847	873
PPP6C	NA	668	1599	1033	1026	863	966	1404	991
RABEPK	NA	920	676	407	977	1204	859	571	388
HSPA5	NA	2001	3550	5556	3921	3121	3760	4020	6069
LOC112540579	NA	33	36	45	27	33	34	36	38
GAPVD1	NA	1285	1686	1752	2146	1800	2179	2114	2026
MAPKAP1	NA	167	275	222	247	213	223	184	164
STAG1	NA	453	333	580	685	481	669	477	534
PCCB	NA	1932	5391	5235	3055	2333	3331	7404	5911
SLC35G2	NA	9	38	31	28	6	14	46	25
NME9	NA	3	4	22	20	1	14	65	17
VPS8	NA	166	211	189	317	193	208	230	257
CUNH3orf70	NA	96	82	72	155	120	200	149	126
EHHADH	NA	196	448	308	324	253	292	434	367
MAP3K13	NA	190	113	249	238	193	284	269	204
TMEM41A	NA	89	155	205	198	102	179	270	202
SENP2	NA	519	306	624	751	660	729	603	621
IGF2BP2	NA	505	241	629	545	669	712	506	666
TRA2B	NA	1079	894	1434	1488	1567	1283	1347	1334
ETV5	NA	166	353	217	198	262	242	241	175
DGKG	NA	452	86	294	204	629	540	200	357
CDC42EP3	NA	284	925	746	513	216	480	906	767
NLRC4	NA	1	17	14	6	15	17	22	21
LOC112540615	NA	0	0	0	0	0	0	0	0
YIPF4	NA	342	355	411	556	377	569	612	479
BIRC6	NA	1542	1554	1610	2130	1759	2004	1676	1708
TTC27	NA	387	350	489	591	448	507	455	493
LTBP1	NA	1248	1928	2221	2309	988	822	1970	1712
RASGRP3	NA	803	1630	1408	964	752	967	2181	1312
FAM98A	NA	1367	1494	1401	1995	1591	1647	1787	1497
BSN	NA	6	0	7	3	11	12	3	9
LOC103057956	NA	26	28	38	26	35	37	35	44
APEH	NA	924	1335	1352	1600	1295	1528	1583	1467
LOC103063154	NA	162	162	171	290	248	270	212	181
MST1	NA	803	1510	1154	1264	1054	1494	1314	1124
IFRD2	NA	423	963	680	408	453	562	824	798
LOC103059381	NA	4587	2843	3046	4426	6236	4707	2285	3846
HYAL3	NA	64	41	63	32	60	67	49	82
NAA80	NA	239	499	416	276	316	335	388	395
HYAL1	NA	230	519	516	453	213	368	659	659
HYAL2	NA	1591	3183	3157	2217	1807	1484	2936	3541
TUSC2	NA	1287	1964	1451	1711	1675	1526	1786	1526
RASSF1	NA	431	662	557	663	476	764	877	654
ZMYND10	NA	5	10	13	11	3	18	15	17
NPRL2	NA	226	325	268	357	319	381	263	267
LOC103062262	NA	152	263	323	246	236	277	354	403
TMEM115	NA	459	595	630	734	516	715	597	605
CACNA2D2	NA	1238	625	571	1637	1530	2203	908	558
GSDMA	NA	74	72	151	180	151	152	183	138
PSMD3	NA	742	1531	1352	1093	971	945	1407	1318
LOC103067892	NA	0	0	0	1	2	5	1	1
MED24	NA	184	568	435	360	197	300	531	447
THRA	NA	529	566	584	490	495	785	489	509
NR1D1	NA	1001	444	436	804	1081	1511	519	179
MSL1	NA	182	270	320	270	259	279	346	276
CASC3	NA	682	758	716	939	828	934	659	674
RAPGEFL1	NA	2	10	13	10	3	9	11	8
WIPF2	NA	382	336	423	452	441	560	396	433
CDC6	NA	36	104	35	40	38	44	105	37
RARA	NA	373	411	496	570	353	589	446	375
GJD3	NA	1175	2253	3147	2248	1481	2178	2617	1995
LOC103067740	NA	158	607	403	143	190	149	553	507
KLHL8	NA	471	299	466	812	635	665	617	572
AFF1	NA	1381	1194	1412	1637	1725	2007	1429	1367
PTPN13	NA	170	194	290	307	215	340	442	280
MAPK10	NA	0	4	0	3	0	4	1	4
ARHGAP24	NA	703	958	870	1145	656	1082	929	759
DENND4A	NA	53	79	84	57	72	49	78	76
RAB11A	NA	2040	4378	3521	2741	2566	2647	4567	3743
TRNAQ-CUG	NA	1	0	0	0	0	0	0	0
MEGF11	NA	240	588	444	311	205	312	496	443
DIS3L	NA	495	462	435	774	650	746	486	491
TIPIN	NA	87	124	173	149	138	187	188	222
LOC112540703	NA	1	0	3	2	0	7	0	0
MAP2K1	NA	555	1312	1115	859	814	681	1344	1316
SNAPC5	NA	262	359	359	352	319	382	473	359
RPL4	NA	28858	27476	30042	37128	40465	34845	28011	30816
LOC112540700	NA	0	0	0	1	0	0	2	1
LOC112540701	NA	1	0	0	1	1	2	0	3
LOC112540702	NA	2	0	9	7	5	9	1	3
ZWILCH	NA	23	213	118	92	37	43	230	123
LOC107326144	NA	95	137	145	193	92	63	88	76
SMAD6	NA	524	655	862	1434	534	606	660	523
SLC11A2	NA	477	993	833	718	572	657	1336	929
LETMD1	NA	616	516	789	966	913	976	920	691
CSRNP2	NA	695	1158	1049	1170	901	1136	1249	1060
TFCP2	NA	1095	1447	1446	2014	1086	1395	1615	1217
POU6F1	NA	188	213	160	276	226	337	254	160
LOC112540715	NA	53	15	54	85	36	91	46	28
DAZAP2	NA	1896	1759	1587	2616	2422	2659	1901	1516
SMAGP	NA	0	1	0	0	0	0	1	1
BIN2	NA	80	151	80	218	178	182	190	128
CELA1	NA	0	4	0	0	0	0	1	0
GALNT6	NA	21	47	40	17	20	6	63	29
SLC4A8	NA	24	2	18	31	20	8	12	18
LOC103057240	NA	0	0	0	0	0	0	0	0
LOC103055576	NA	0	0	0	0	2	0	2	0
AQP5	NA	0	0	0	0	1	0	0	1
AQP2	NA	0	0	0	0	0	0	0	0
FAIM2	NA	9	4	8	5	8	5	11	4
LOC112540724	NA	16	7	16	17	47	21	7	6
BCDIN3D	NA	64	118	108	106	107	104	97	108
LOC103056771	NA	1	0	0	0	1	0	0	1
LOC112540729	NA	0	0	0	0	0	0	0	0
LOC103057469	NA	0	0	0	0	0	0	0	0
LOC103057714	NA	0	0	0	2	0	0	0	0
LOC103059146	NA	0	0	0	0	1	0	0	0
LOC103057958	NA	1	0	0	3	0	1	0	2
RASGEF1A	NA	59	133	71	94	53	119	206	67
CSGALNACT2	NA	451	856	735	736	552	1072	1132	848
RET	NA	19	53	49	37	23	45	62	49
BMS1	NA	470	447	548	763	571	693	546	593
LOC103063629	NA	263	122	323	450	341	383	303	318
PDSS1	NA	203	278	410	256	298	310	461	431
ABI1	NA	517	628	641	758	658	823	737	654
ACBD5	NA	1858	1674	2260	2699	2416	3019	2878	2535
MASTL	NA	49	133	73	52	44	63	193	68
YME1L1	NA	1227	1346	1996	1757	1497	1844	2152	2038
LOC103063855	NA	13	7	16	20	10	17	14	26
PTCHD3	NA	0	0	3	0	0	1	0	1
LOC103064327	NA	0	4	0	0	0	0	5	0
RAB18	NA	1529	2228	2977	2357	1731	2413	3446	2783
MKX	NA	0	4	8	5	2	3	11	4
ARMC4	NA	10	29	15	12	5	16	23	7
MPP7	NA	120	151	245	260	162	221	245	249
SSNA1	NA	154	187	193	236	181	252	271	206
WAC	NA	1033	1122	1341	1439	1204	1508	1504	1227
CUZD1	NA	24	17	22	22	23	28	25	28
CUNH10orf88	NA	110	98	118	200	102	155	126	132
LOC103067970	NA	503	269	365	432	563	671	318	342
PSTK	NA	448	279	554	588	573	681	573	611
IKZF5	NA	366	265	369	479	423	511	457	353
ACADSB	NA	1247	1637	2335	1666	1745	1741	2308	2580
HMX3	NA	0	0	0	0	0	0	0	0
HMX2	NA	1	0	0	3	1	2	1	2
BUB3	NA	438	529	645	751	500	659	907	645
GPR26	NA	0	0	2	1	1	1	1	0
CPXM2	NA	580	1159	1675	1541	580	462	1513	1282
LOC112540797	NA	166	224	285	369	207	120	293	244
EDIL3	NA	0	0	0	1	0	0	0	0
LOC103048734	NA	84	135	131	93	141	120	102	149
LOC103048889	NA	611	470	689	867	1128	1273	704	648
LOC103049457	NA	48	82	69	92	50	51	72	52
LOC103049698	NA	0	0	0	0	0	0	0	0
LOC103049940	NA	0	0	0	0	0	0	0	0
LOC103050186	NA	0	0	0	0	0	0	0	1
KL	NA	10	2	32	26	16	16	11	18
STARD13	NA	1264	1016	1276	1837	1260	1656	1181	1201
RFC3	NA	79	202	101	187	125	117	213	108
LOC103051544	NA	126	223	334	161	110	196	250	258
GHITM	NA	7367	15493	17886	11151	8570	10456	16609	17695
LOC107326166	NA	0	0	0	0	0	0	0	0
CDHR1	NA	4	0	0	0	0	0	0	0
LRIT2	NA	0	0	0	0	0	0	0	0
LRIT1	NA	1	0	0	0	2	0	0	0
SNX10	NA	122	217	284	220	192	239	483	296
CBX3	NA	1043	1396	1992	1639	1247	1845	2282	1998
HNRNPA2B1	NA	6947	4273	8468	12132	9387	11547	8895	10469
NFE2L3	NA	3	3	3	5	5	0	2	4
LOC112540816	NA	0	0	0	0	0	0	0	1
NPVF	NA	0	0	0	0	0	0	0	0
CUNH7orf31	NA	1	4	0	3	2	2	2	1
LOC103054542	NA	3050	8326	9004	3448	3327	3632	12645	10469
SLC13A3	NA	1	0	0	0	1	3	0	3
OCSTAMP	NA	0	6	0	0	0	0	2	0
LOC103058737	NA	0	0	0	0	0	0	0	0
JPH2	NA	661	1326	1524	938	765	1075	1479	1665
OSER1	NA	90	168	115	139	139	130	152	125
LOC103056357	NA	180	118	148	218	183	215	176	127
GDAP1L1	NA	69	5	34	35	137	32	21	32
FITM2	NA	268	535	487	294	200	385	1002	872
R3HDML	NA	0	0	0	0	0	0	0	0
HNF4A	NA	0	1	4	0	1	2	0	1
LOC107326171	NA	0	0	0	0	0	0	0	0
TTPAL	NA	193	261	255	271	212	315	305	247
SERINC3	NA	1496	1435	1454	2102	1884	2007	1552	1384
PKIG	NA	2722	2628	2656	2355	3261	2322	3346	2578
ADA	NA	177	160	375	291	271	239	368	298
WISP2	NA	291	2453	535	764	398	237	1424	460
LOC103059468	NA	0	2	0	1	0	0	2	0
KCNK15	NA	8	17	22	14	10	8	23	28
RIMS4	NA	43	86	126	86	75	95	155	165
LOC103060191	NA	285	260	403	515	459	315	405	445
LOC112540865	NA	1	1	0	0	0	0	0	3
ATRAID	NA	287	599	409	512	342	496	468	343
CAD	NA	741	833	728	1425	998	1255	992	719
MPV17	NA	175	384	413	248	173	291	513	369
UCN	NA	2	1	2	0	3	0	4	0
TRIM54	NA	5078	6201	5921	8182	6734	7491	5344	4789
DNAJC5G	NA	249	435	373	304	260	286	432	401
LOC103062425	NA	306	420	368	588	440	442	336	396
SLC30A3	NA	2	0	0	3	1	2	1	3
GTF3C2	NA	463	640	738	744	595	877	763	769
EIF2B4	NA	425	930	683	711	607	669	886	680
SNX17	NA	1669	2501	1731	2438	2246	2229	1968	1698
ZNF513	NA	147	362	284	298	228	291	286	301
LOC103064329	NA	1006	2193	1601	1494	1274	1542	1948	1547
PPM1G	NA	462	802	810	740	594	685	844	831
NRBP1	NA	799	1488	1193	1116	1003	1199	1251	1098
IFT172	NA	331	388	402	525	430	629	443	433
LOC103065690	NA	19	16	42	23	39	19	16	10
FNDC4	NA	0	1	2	2	0	0	1	1
LOC103049862	NA	4	5	11	13	16	12	3	2
ZNF512	NA	837	1062	1157	1351	1073	1203	1351	1160
GPN1	NA	329	667	564	521	457	486	651	531
LOC103050106	NA	2	2	5	4	4	0	2	6
LOC112540897	NA	14	12	13	34	16	35	15	15
LOC103067054	NA	502	419	304	592	631	676	398	400
LOC107326184	NA	753	163	181	570	1686	855	157	200
LOC112540926	NA	0	1	0	0	0	3	0	2
LRRC75A	NA	992	762	1133	1193	1265	1264	735	1131
TMEM248	NA	859	855	1091	1239	1192	1522	1097	1291
NCBP3	NA	314	440	461	514	317	456	438	383
SMTNL2	NA	2210	4880	3593	3587	2432	3325	3780	3600
TEKT1	NA	2104	2982	2867	3447	2673	2990	2921	2953
XAF1	NA	10	30	35	332	20	37	40	24
LOC112540913	NA	55	29	22	487	57	80	50	23
SLC13A5	NA	0	1	0	6	0	1	0	4
MED31	NA	357	472	524	514	542	512	504	578
TXNDC17	NA	486	637	627	500	580	418	735	648
KIAA0753	NA	118	134	138	216	200	219	156	175
PITPNM3	NA	24	11	23	28	22	21	23	19
PCDH17	NA	26	213	97	77	47	60	157	50
LOC112540929	NA	43	28	70	33	48	27	43	53
SLC35D3	NA	0	2	10	0	2	0	3	1
PEX7	NA	253	210	386	399	315	397	338	376
MAP3K5	NA	366	198	398	592	431	533	346	273
MAP7	NA	13	133	202	55	29	27	182	64
LOC103052643	NA	190	69	167	550	245	321	165	149
BCLAF1	NA	1424	760	1479	2114	1698	1838	1695	1398
MTFR2	NA	1	55	8	0	1	4	36	5
LOC112540945	NA	53	19	18	76	67	73	42	11
PDE7B	NA	446	909	729	596	448	949	1212	595
LOC112540946	NA	0	0	1	0	2	0	2	0
AHI1	NA	122	78	192	209	149	263	209	139
CRIM1	NA	996	759	882	990	1211	1708	924	700
FEZ2	NA	665	857	1248	950	907	1011	1219	1254
LOC103055577	NA	381	283	597	548	362	595	605	536
LOC103057959	NA	0	0	0	0	2	1	2	3
VIT	NA	69	171	193	119	71	403	331	128
STRN	NA	941	409	802	1169	1101	1399	972	700
HEATR5B	NA	246	228	362	378	371	418	351	389
LOC103061407	NA	39	56	51	59	45	45	45	59
GOLT1B	NA	249	626	730	455	330	367	741	771
RECQL	NA	495	416	678	768	582	656	644	653
PYROXD1	NA	247	315	394	410	323	368	469	343
IAPP	NA	1	5	7	0	12	11	7	6
LOC103061869	NA	1	7	5	6	1	4	12	3
LOC103059625	NA	10	2	5	4	3	1	4	5
LOC103062114	NA	5	1	0	0	4	3	2	6
LOC103060192	NA	11	10	5	8	8	22	9	12
PDE3A	NA	6652	4982	4895	5337	7457	7502	4401	5113
LOC112540976	NA	9	5	8	3	12	6	11	10
AEBP2	NA	428	220	483	542	410	566	444	390
LOC103062597	NA	4	2	3	0	2	5	0	0
MEIKIN	NA	9	3	6	5	11	11	4	1
FNIP1	NA	1053	1064	536	1481	935	1065	1806	775
RAPGEF6	NA	499	367	534	714	630	743	656	588
LOC103064408	NA	0	0	2	3	0	0	0	0
CACNA1A	NA	33	7	8	29	23	25	20	21
MAN2B1	NA	836	1606	1146	1441	1160	1252	1501	1172
TRMT1	NA	447	527	481	755	600	723	573	462
NACC1	NA	222	576	505	376	214	315	616	523
STX10	NA	134	188	199	238	254	294	222	237
IER2	NA	1642	1935	3673	5263	752	12881	1804	1792
WDR83OS	NA	398	1076	1032	631	596	670	1375	1092
WDR83	NA	291	294	398	449	422	502	448	370
FBXW9	NA	95	128	128	187	141	184	219	138
TNPO2	NA	885	1104	1092	1192	1251	1360	1401	1190
LOC112541041	NA	0	4	0	0	0	0	2	0
LOC103067357	NA	1243	2212	2154	1746	1570	1828	2658	2300
TRIR	NA	752	738	1035	1173	1003	1122	1062	1051
ASNA1	NA	601	994	860	913	749	871	932	846
BEST2	NA	0	0	0	0	2	0	0	1
HOOK2	NA	473	206	658	757	678	846	715	691
LOC112541023	NA	4	5	9	12	3	9	5	13
JUNB	NA	708	1365	1189	2300	141	7952	1200	722
PRDX2	NA	168	986	515	413	212	293	932	428
RNASEH2A	NA	136	257	202	240	207	218	293	186
RTBDN	NA	441	838	440	541	278	567	542	631
TTC1	NA	648	464	804	948	747	783	839	956
PWWP2A	NA	1032	743	1309	1295	1046	1603	1208	1362
FABP6	NA	13	10	11	31	27	32	20	18
CCNJL	NA	48	85	110	43	44	54	140	121
LOC112541033	NA	2	3	1	4	5	0	1	0
C1QTNF2	NA	728	815	851	755	715	737	809	672
SLU7	NA	1549	592	970	2186	1993	2022	1147	1041
PTTG1	NA	55	235	39	44	43	42	170	45
CDC73	NA	369	287	372	566	463	549	352	373
B3GALT2	NA	6	0	24	10	7	4	19	10
GLRX2	NA	591	805	1066	831	631	866	1220	1069
TROVE2	NA	169	330	218	261	156	239	292	236
UCHL5	NA	453	387	818	652	542	629	758	862
LOC112541042	NA	0	0	1	0	1	0	2	0
RGS2	NA	1461	1029	738	1621	623	1570	1523	912
LOC112541052	NA	225	105	197	301	249	206	207	233
RGS13	NA	35	30	17	49	36	37	42	25
RGS1	NA	4	12	1	17	0	2	13	4
RGS21	NA	0	0	0	0	0	0	0	0
LOC103054293	NA	23	31	19	35	29	26	46	13
PTPRK	NA	994	442	1054	1464	1098	1678	1000	1014
THEMIS	NA	1	1	2	0	2	2	4	3
CUNH6orf58	NA	0	0	0	0	0	0	0	0
SOGA3	NA	2	1	6	0	0	0	5	4
KIAA0408	NA	1847	1123	1095	1607	1835	1921	1291	1356
ECHDC1	NA	613	789	932	797	700	756	948	928
RNF146	NA	1190	1063	1540	1807	1621	1645	1372	1592
LOC112541063	NA	56	24	57	44	61	64	51	74
RSPO3	NA	16	7	24	58	10	8	11	11
LOC112541054	NA	1	0	1	17	1	4	2	0
LOC112541065	NA	32	20	20	27	34	52	32	17
ELFN2	NA	1	6	1	4	0	0	4	5
CYTH4	NA	21	68	37	89	43	56	72	81
RAC2	NA	64	215	122	152	80	60	202	116
SSTR3	NA	4	10	9	5	4	10	10	7
C1QTNF6	NA	426	1120	915	790	639	867	1226	841
IL2RB	NA	6	14	2	25	5	2	14	1
TMPRSS6	NA	5	6	9	1	7	3	8	1
KCTD17	NA	65	168	93	94	73	89	175	106
MPST	NA	171	709	461	254	221	217	543	496
TST	NA	1	7	0	4	0	3	4	5
TEX33	NA	15	50	37	54	19	31	71	38
CSF2RB	NA	6	58	46	91	35	34	77	70
NCF4	NA	21	91	33	46	31	43	61	43
PVALB	NA	1	0	0	0	0	0	0	0
LOC112541099	NA	0	0	0	0	0	0	0	0
IFT27	NA	102	120	223	145	114	155	242	177
MFSD13A	NA	129	319	241	190	207	235	326	232
ACTR1A	NA	762	1871	2064	1227	817	1049	2542	2310
SUFU	NA	220	260	275	207	185	236	298	264
TRIM8	NA	1974	2308	2748	3182	2488	3130	2629	2793
ARL3	NA	141	359	412	232	173	205	667	349
SFXN2	NA	51	66	151	94	46	94	150	142
LOC112541114	NA	30	10	27	34	37	45	28	40
WBP1L	NA	1308	1418	1661	1563	1757	1887	1541	1545
LOC103063631	NA	2	3	2	3	0	0	8	7
BORCS7	NA	380	297	427	615	477	612	442	349
LOC112541118	NA	2	4	6	5	0	11	6	3
CNNM2	NA	233	243	319	482	285	465	436	343
NT5C2	NA	1502	1512	1902	1864	2078	2509	2074	2126
PCDH9	NA	107	69	55	83	137	138	67	50
CDH5	NA	780	2267	2200	2410	1286	2035	2714	2032
BEAN1	NA	73	107	166	129	93	177	183	174
LOC103052170	NA	17	38	34	31	18	30	47	48
TK2	NA	1340	1467	1816	1925	1878	1753	1738	1723
LOC103066509	NA	84	171	89	92	102	91	181	102
CMTM3	NA	128	194	212	228	132	191	264	241
CMTM4	NA	161	175	257	148	171	202	258	208
DYNC1LI2	NA	1483	2275	2607	2156	1768	2177	2834	2517
TERB1	NA	1	2	0	4	8	7	6	4
NAE1	NA	312	487	675	442	383	445	604	659
CA7	NA	18	52	61	24	20	21	60	42
PDP2	NA	149	134	189	131	143	207	177	151
RRAD	NA	6579	5270	4340	10530	5696	10923	9450	5515
TPPP3	NA	2350	9139	7773	1125	2802	892	5824	11134
ZDHHC1	NA	104	129	142	192	212	224	195	111
TMEM208	NA	257	211	222	363	410	375	312	232
LOC103048660	NA	35	61	72	65	48	58	67	68
ELMO3	NA	427	863	649	552	481	591	783	648
E2F4	NA	476	650	608	725	650	777	569	556
EXOC3L1	NA	214	422	279	313	258	281	321	346
LOC103053818	NA	2	0	0	0	0	0	0	0
CTRL	NA	2	0	0	1	0	0	3	2
PSKH1	NA	359	420	441	563	423	595	525	452
NRN1L	NA	0	3	0	0	2	0	0	0
EDC4	NA	762	1546	1189	1354	1174	1312	1227	1167
NUTF2	NA	409	993	914	672	532	631	1117	956
THAP11	NA	109	225	154	224	173	180	190	199
CENPT	NA	20	95	36	84	46	63	123	26
TSNAXIP1	NA	207	309	258	244	252	244	371	297
RANBP10	NA	499	652	537	601	591	753	628	539
LOC103050844	NA	1	0	1	2	0	3	2	0
LOC103059629	NA	24	34	24	29	28	19	27	22
LOC103059878	NA	83	66	91	149	92	87	106	92
LOC112541167	NA	372	255	300	409	457	543	379	311
CSNK1A1	NA	2040	2469	2822	2930	2550	2939	2883	2866
LOC112541168	NA	12	9	18	14	22	18	10	27
LOC112541170	NA	154	199	305	350	254	694	389	416
IL17B	NA	3	16	14	28	9	20	32	6
PCYOX1L	NA	200	734	586	421	271	425	654	484
GRPEL2	NA	1392	1872	2122	2107	1917	2276	2555	2369
AFAP1L1	NA	1141	2556	2463	2658	1551	1293	2265	2765
ABLIM3	NA	644	977	1406	881	662	1007	2008	1108
SH3TC2	NA	638	650	973	1144	962	785	857	795
ADRB2	NA	86	58	102	181	85	86	73	82
CUNH15orf41	NA	244	531	410	306	311	255	469	473
LOC112541188	NA	2	0	0	0	0	0	0	0
LOC112541189	NA	0	0	0	0	0	0	0	1
PAICS	NA	621	675	711	1048	900	884	852	634
LONRF1	NA	244	203	267	309	251	356	268	296
TRMT9B	NA	12	31	19	25	6	4	35	10
DLC1	NA	1035	1539	2450	1681	1480	1998	2446	2173
LOC112541199	NA	24	16	28	26	25	26	21	11
SGCZ	NA	0	0	0	1	0	0	0	0
LOC103065694	NA	44	33	61	83	74	98	64	59
IPO7	NA	4422	2255	2358	4799	5788	5025	2864	2282
LOC112541233	NA	0	0	2	0	0	1	2	0
TMEM41B	NA	40	107	166	63	40	97	194	134
